Rank,Release Group,Worldwide,Domestic,%,Foreign,%
1,"Hi, Mom","$822,006,755",-,-,"$822,006,755",100%
2,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%
3,Godzilla vs. Kong,"$406,666,076","$86,666,076",21.3%,"$320,000,000",78.7%
4,A Writer's Odyssey,"$149,506,203","$110,779",<0.1%,"$149,395,424",99.9%
5,Sister,"$128,209,026",-,-,"$128,209,026",100%
6,Raya and the Last Dragon,"$112,145,339","$40,075,439",35.7%,"$72,069,900",64.3%
7,Tom and Jerry,"$102,342,625","$43,542,625",42.5%,"$58,800,000",57.5%
8,Endgame,"$91,815,762","$23,149",<0.1%,"$91,792,613",100%
9,Boonie Bears: The Wild Life,"$77,725,611",-,-,"$77,725,611",100%
10,Evangelion: 3.0+1.0 Thrice Upon a Time,"$71,684,872",-,-,"$71,684,872",100%
11,Avatar 2021 Re-release,"$56,409,747",-,-,"$56,409,747",100%
12,Nezha Reborn,"$56,088,478",-,-,"$56,088,478",100%
13,Mortal Kombat,"$51,102,503","$23,302,503",45.6%,"$27,800,000",54.4%
14,Detective Conan: The Scarlet Bullet,"$47,145,899",-,-,"$47,145,899",100%
15,The Yinyang Master,"$37,690,000",-,-,"$37,690,000",100%
16,I Fell in Love Like A Flower Bouquet,"$33,782,298",-,-,"$33,782,298",100%
17,Big Red Envelope,"$32,800,000",-,-,"$32,800,000",100%
18,Nobody,"$31,916,641","$21,838,355",68.4%,"$10,078,286",31.6%
19,The Little Things,"$29,826,613","$15,226,613",51.1%,"$14,600,000",48.9%
20,Master,"$28,692,230",-,-,"$28,692,230",100%
21,The Last Warrior: Root of Evil,"$28,338,091",-,-,"$28,338,091",100%
22,The Marksman,"$22,325,876","$15,560,477",69.7%,"$6,765,399",30.3%
23,Chaos Walking,"$21,767,070","$13,167,070",60.5%,"$8,600,000",39.5%
24,Wish Dragon,"$21,120,000",-,-,"$21,120,000",100%
25,The Dry,"$17,004,783",-,-,"$17,004,783",100%
26,Gintama: The Final,"$16,971,401",-,-,"$16,971,401",100%
27,Bo Gia,"$16,934,732",-,-,"$16,934,732",100%
28,The Unholy,"$16,542,837","$11,842,837",71.6%,"$4,700,000",28.4%
29,Peter Rabbit 2: the Runaway,"$16,300,000",-,-,"$16,300,000",100%
30,Upon the Magic Roads,"$13,284,522",-,-,"$13,284,522",100%
31,Vakeel Saab,"$13,039,387",-,-,"$13,039,387",100%
32,Monkey King Reborn,"$13,000,000",-,-,"$13,000,000",100%
33,Minari,"$11,135,066","$2,345,468",21.1%,"$8,789,598",78.9%
34,Krack,"$10,442,916",-,-,"$10,442,916",100%
35,Meitantei Conan: Hiiro no fuzai shômei,"$10,308,627",-,-,"$10,308,627",100%
36,"Caution, Hazardous Wife: The Movie","$9,837,654",-,-,"$9,837,654",100%
37,Ji hun,"$9,600,000",-,-,"$9,600,000",100%
38,The Courier,"$9,502,478","$5,941,832",62.5%,"$3,560,646",37.5%
39,The Eleventh Chapter,"$8,844,058",-,-,"$8,844,058",100%
40,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,377,569",-,-,"$8,377,569",100%
41,August Never Ends,"$6,200,000",-,-,"$6,200,000",100%
42,Judas and the Black Messiah,"$6,121,063","$5,416,063",88.5%,"$705,000",11.5%
43,Penguin Bloom,"$6,025,538",-,-,"$6,025,538",100%
44,Brave: Gunjyo Senki,"$5,677,186",-,-,"$5,677,186",100%
45,Suicide Forest Village,"$5,584,171",-,-,"$5,584,171",100%
46,Nomadland,"$5,451,738","$2,143,000",39.3%,"$3,308,738",60.7%
47,Signal: The Movie,"$5,428,885",-,-,"$5,428,885",100%
48,Octonauts: The Ring of Fire,"$5,300,000",-,-,"$5,300,000",100%
49,Kiba: The Fangs of Fiction,"$5,283,305",-,-,"$5,283,305",100%
50,Dad,"$5,015,023",-,-,"$5,015,023",100%
51,Red,"$4,920,261",-,-,"$4,920,261",100%
52,Under the Open Sky,"$4,702,781",-,-,"$4,702,781",100%
53,The Relatives,"$4,300,000",-,-,"$4,300,000",100%
54,Boogie,"$4,178,620","$4,178,620",100%,-,-
55,The Lord of the Rings: The Two Towers 2021 Re-release,"$4,084,695",-,-,"$4,084,695",100%
56,Karnan,"$3,737,369",-,-,"$3,737,369",100%
57,Wrong Turn,"$3,648,373","$1,175,619",32.2%,"$2,472,754",67.8%
58,Girls und Panzer das Finale: Part III,"$3,578,578",-,-,"$3,578,578",100%
59,Mission Possible,"$3,563,279",-,-,"$3,563,279",100%
60,Tomorrow Will Be Fine,"$3,520,000",-,-,"$3,520,000",100%
61,Voyagers,"$3,512,805","$2,993,359",85.2%,"$519,446",14.8%
62,The Sun Does Not Move,"$3,483,187",-,-,"$3,483,187",100%
63,The Mauritanian,"$3,336,536","$836,536",25.1%,"$2,500,000",74.9%
64,Después de Ti,"$3,162,778",-,-,"$3,162,778",100%
65,Land,"$2,577,830","$2,577,830",100%,-,-
66,The Girl Who Believes in Miracles,"$2,535,975","$2,535,975",100%,-,-
67,Roohi,"$2,523,818",-,-,"$2,523,818",100%
68,High Ground,"$2,399,374",-,-,"$2,399,374",100%
69,The Book of Fish,"$2,393,330",-,-,"$2,393,330",100%
70,Seobok,"$2,262,969",-,-,"$2,262,969",100%
71,Mumbai Saga,"$2,233,648",-,-,"$2,233,648",100%
72,Lat Mat 5: 48H,"$2,179,368",-,-,"$2,179,368",100%
73,Yakuza and the Family,"$2,168,905",-,-,"$2,168,905",100%
74,Couple from the Future,"$2,149,883",-,-,"$2,149,883",100%
75,30 Rojullo Preminchadam Ela?,"$2,088,571",-,-,"$2,088,571",100%
76,The Night Beyond the Tricornered Window,"$2,081,564",-,-,"$2,081,564",100%
77,One Second Champion,"$1,992,885",-,-,"$1,992,885",100%
78,Alludu Adhurs,"$1,915,032",-,-,"$1,915,032",100%
79,The Con-Heartist,"$1,629,745",-,-,"$1,629,745",100%
80,Ensemble Stars!! Es Music Garden Delay Viewing,"$1,479,006",-,-,"$1,479,006",100%
81,Juega Conmigo,"$1,470,943",-,-,"$1,470,943",100%
82,La La Land 2020 Re-release,"$1,456,649",-,-,"$1,456,649",100%
83,Eeswaran,"$1,413,760",-,-,"$1,413,760",100%
84,Boss Level,"$1,393,983",-,-,"$1,393,983",100%
85,French Exit,"$1,374,289","$629,028",45.8%,"$745,261",54.2%
86,New Year Blues,"$1,344,633",-,-,"$1,344,633",100%
87,I Care a Lot,"$1,279,918",-,-,"$1,279,918",100%
88,Zombie Reddy,"$1,242,321",-,-,"$1,242,321",100%
89,Sailor Moon Eternal,"$1,130,225",-,-,"$1,130,225",100%
90,Crisis,"$1,112,103","$404,738",36.4%,"$707,365",63.6%
91,Super Me,"$1,100,000",-,-,"$1,100,000",100%
92,Aria the Crepuscolo,"$1,087,319",-,-,"$1,087,319",100%
93,The Way We Keep Dancing,"$1,074,644",-,-,"$1,074,644",100%
94,Extinct,"$1,052,320",-,-,"$1,052,320",100%
95,Cousins,"$1,026,241",-,-,"$1,026,241",100%
96,Shadow in the Cloud,"$1,024,767","$156,932",15.3%,"$867,835",84.7%
97,Crazy Wedding 3,"$1,023,947",-,-,"$1,023,947",100%
98,The North Wind,"$1,003,414",-,-,"$1,003,414",100%
99,A Stand Worthy of Men,"$985,584",-,-,"$985,584",100%
100,Zoya,"$944,885",-,-,"$944,885",100%
101,In the Earth,"$903,750","$903,750",100%,-,-
102,In the Mood for Love 2020 Re-release,"$864,284",-,-,"$864,284",100%
103,The Box,"$828,774",-,-,"$828,774",100%
104,Lamb of God: The Concert Film,"$742,024","$742,024",100%,-,-
105,Jathi Ratnalu,"$731,273","$470,000",64.3%,"$261,273",35.7%
106,Long Story Short,"$674,003",-,-,"$674,003",100%
107,Our Friend,"$663,725","$663,725",100%,-,-
108,Supernova,"$648,981","$234,220",36.1%,"$414,761",63.9%
109,Tazza: One-Eyed Jack 2021 Re-release,"$645,401",-,-,"$645,401",100%
110,Music,"$641,783",-,-,"$641,783",100%
111,Three Sisters 2021 Re-release,"$594,075",-,-,"$594,075",100%
112,Together Together,"$568,176","$568,176",100%,-,-
113,Ready o/r Knot,"$556,582",-,-,"$556,582",100%
114,Maya the Bee 3: The Golden Orb,"$544,753",-,-,"$544,753",100%
115,The Truffle Hunters,"$538,694","$109,194",20.3%,"$429,500",79.7%
116,Long Weekend,"$528,438","$528,438",100%,-,-
117,Dark Spell,"$515,596",-,-,"$515,596",100%
118,Girls Can't Surf,"$487,760",-,-,"$487,760",100%
119,Kalathil Sandhippom,"$453,001",-,-,"$453,001",100%
120,Twist,"$438,168",-,-,"$438,168",100%
121,The Cinderella Addiction,"$421,202",-,-,"$421,202",100%
122,2021 Oscar Nominated Short Films: Live Action,"$418,694","$418,694",100%,-,-
123,Willy's Wonderland,"$418,286","$418,286",100%,-,-
124,Bangaru Bullodu,"$418,267",-,-,"$418,267",100%
125,Ainbo,"$407,938",-,-,"$407,938",100%
126,One,"$407,871",-,-,"$407,871",100%
127,Riders of Justice,"$376,314",-,-,"$376,314",100%
128,The Vault,"$370,160",-,-,"$370,160",100%
129,Earwig and the Witch,"$350,646","$173,704",49.5%,"$176,942",50.5%
130,Russian Yug,"$348,435",-,-,"$348,435",100%
131,My Salinger Year,"$347,711","$54,730",15.7%,"$292,981",84.3%
132,The Emperor's New Groove 2021 Re-release,"$334,000","$334,000",100%,-,-
133,Occupation: Rainfall,"$331,091",-,-,"$331,091",100%
134,Dutch,"$323,167","$323,167",100%,-,-
135,Kabadadaari,"$302,563",-,-,"$302,563",100%
136,Abominable 2021 Re-release,"$299,679","$110,000",36.7%,"$189,679",63.3%
137,Birth Time: the documentary,"$296,921",-,-,"$296,921",100%
138,Dawn Raid,"$292,930",-,-,"$292,930",100%
139,Ginger's Tale,"$284,298",-,-,"$284,298",100%
140,Ascendant,"$282,573",-,-,"$282,573",100%
141,Don't Heal Me,"$282,513",-,-,"$282,513",100%
142,American Skin,"$282,332","$282,332",100%,-,-
143,Hidden Figures 2021 Re-release,"$268,295",-,-,"$268,295",100%
144,The Only Way Out,"$264,327",-,-,"$264,327",100%
145,Cosmic Sin,"$250,334",-,-,"$250,334",100%
146,Vellam,"$233,364",-,-,"$233,364",100%
147,Sultan,"$232,111",-,-,"$232,111",100%
148,Kto-nibud videl moyu devchonku?,"$231,092",-,-,"$231,092",100%
149,"Have Fun, Vasya! Date in Bali","$199,291",-,-,"$199,291",100%
150,SAS: Red Notice,"$198,432","$146,329",73.7%,"$52,103",26.3%
151,Demon Hunter,"$190,610",-,-,"$190,610",100%
152,Go Back,"$190,002",-,-,"$190,002",100%
153,The Child Who Would Not Come,"$187,589",-,-,"$187,589",100%
154,Kill It and Leave This Town,"$183,771",-,-,"$183,771",100%
155,Um Tio Quase Perfeito 2,"$180,607",-,-,"$180,607",100%
156,Sound of Metal,"$176,177",-,-,"$176,177",100%
157,The Lord of the Rings: The Return of the King 2021 Re-release,"$166,473",-,-,"$166,473",100%
158,Groundhog Day 2021 Re-release,"$166,447","$166,447",100%,-,-
159,The Reckoning,"$163,594","$143,532",87.7%,"$20,062",12.3%
160,Shades of the Heart,"$148,997",-,-,"$148,997",100%
161,Song Song,"$148,199",-,-,"$148,199",100%
162,Blind,"$147,131",-,-,"$147,131",100%
163,No Man's Land,"$139,221","$139,221",100%,-,-
164,Food Club,"$137,335",-,-,"$137,335",100%
165,Young Adult Matters,"$128,690",-,-,"$128,690",100%
166,Scarecrow,"$128,665",-,-,"$128,665",100%
167,Held,"$125,571","$125,571",100%,-,-
168,Anything for Jackson,"$119,567",-,-,"$119,567",100%
169,Jurassic World 2021 Re-release,"$115,000","$115,000",100%,-,-
170,The World to Come,"$114,379","$114,379",100%,-,-
171,Rang De,"$113,975",-,-,"$113,975",100%
172,The Priest,"$110,855",-,-,"$110,855",100%
173,Nayattu,"$108,529",-,-,"$108,529",100%
174,Redemption Day,"$106,365",-,-,"$106,365",100%
175,Our Friend 2021 Re-release,"$103,661",-,-,"$103,661",100%
176,Safer at Home,"$100,323","$95,643",95.3%,"$4,680",4.7%
177,From the Vine,"$97,995",-,-,"$97,995",100%
178,Breaking News in Yuba County,"$90,933",-,-,"$90,933",100%
179,Khara Khaar,"$89,983",-,-,"$89,983",100%
180,Kieu,"$89,973",-,-,"$89,973",100%
181,Breakout Brothers,"$85,037",-,-,"$85,037",100%
182,Hvernig á að vera Klassa Drusla,"$84,779",-,-,"$84,779",100%
183,Belleville Cop 2021 Re-release,"$77,657",-,-,"$77,657",100%
184,My Missing Valentine,"$74,787",-,-,"$74,787",100%
185,Shiva Baby,"$74,081","$74,081",100%,-,-
186,Simple Passion,"$72,358",-,-,"$72,358",100%
187,Russia from Above,"$71,629",-,-,"$71,629",100%
188,Mick Fleetwood & Friends celebrate the music of Peter Green,"$71,453",-,-,"$71,453",100%
189,Son,"$69,739","$55,068",79%,"$14,671",21%
190,Remember the Titans 2021 Re-release,"$65,000","$65,000",100%,-,-
191,Gunda,"$64,591","$51,180",79.2%,"$13,411",20.8%
192,Come True,"$62,080","$62,080",100%,-,-
193,Kala,"$60,895",-,-,"$60,895",100%
194,Haunted,"$59,966",-,-,"$59,966",100%
195,Reel Rock 15,"$56,819",-,-,"$56,819",100%
196,Sing 2021 Re-release,"$53,462","$53,000",99.1%,$462,0.9%
197,Dara of Jasenovac,"$52,786","$52,786",100%,-,-
198,The Wall of Shadows,"$52,104",-,-,"$52,104",100%
199,My Zoe,"$51,808","$51,808",100%,-,-
200,Harry Potter and the Sorcerer's Stone 2021 Re-release,"$50,509",-,-,"$50,509",100%
201,Days of the Bagnold Summer,"$50,118",-,-,"$50,118",100%
202,Last Call,"$48,144","$48,144",100%,-,-
203,Kieu @,"$46,763",-,-,"$46,763",100%
204,Maledetto Modigliani,"$46,035",-,-,"$46,035",100%
205,MLK/FBI,"$45,200","$45,200",100%,-,-
206,A Distant Place 2021 Re-release,"$44,768",-,-,"$44,768",100%
207,Harry Potter and the Deathly Hallows: Part 1 2021 Re-release,"$44,240",-,-,"$44,240",100%
208,Some Kind of Heaven,"$43,492","$43,492",100%,-,-
209,Harry Potter and the Goblet of Fire 2021 Re-release,"$42,124",-,-,"$42,124",100%
210,Senior Moment,"$41,598","$41,598",100%,-,-
211,Crime Boss,"$41,236",-,-,"$41,236",100%
212,Nizhal,"$40,298",-,-,"$40,298",100%
213,Way Back Home,"$39,073",-,-,"$39,073",100%
214,Little Fish,"$39,053","$39,053",100%,-,-
215,10 Things We Should Do Before We Break Up,"$38,362",-,-,"$38,362",100%
216,Anugraheethan Antony,"$35,224",-,-,"$35,224",100%
217,Yuvarathnaa,"$34,007",-,-,"$34,007",100%
218,The People Upstairs,"$33,404",-,-,"$33,404",100%
219,"Botticelli, Florence And The Medici","$33,097",-,-,"$33,097",100%
220,Honeydew,"$32,890","$32,890",100%,-,-
221,Fighter,"$32,838",-,-,"$32,838",100%
222,Trigger Point,"$29,262","$29,262",100%,-,-
223,The Pinkies Are Back,"$28,233",-,-,"$28,233",100%
224,Monday,"$28,065","$28,065",100%,-,-
225,Bloody Hell,"$28,037","$28,037",100%,-,-
226,Jakob's Wife,"$27,588","$27,588",100%,-,-
227,Playhouse,"$27,436",-,-,"$27,436",100%
228,Brave Father Online: Our Story of Final Fantasy XIV 2021 Re-release,"$27,203",-,-,"$27,203",100%
229,Daisy Quokka: World's Scariest Animal,"$26,960",-,-,"$26,960",100%
230,The Night,"$26,114","$26,114",100%,-,-
231,Harry Potter and the Prisoner of Azkaban 2021 Re-release,"$24,638",-,-,"$24,638",100%
232,Fear of Rain,"$24,565",-,-,"$24,565",100%
233,Breaking the Waves 2021 Re-release,"$23,500",-,-,"$23,500",100%
234,The Voice of the Moon,"$23,222",-,-,"$23,222",100%
235,Saina,"$22,765",-,-,"$22,765",100%
236,The Redeemers,"$22,283",-,-,"$22,283",100%
237,My Big Mama's Crazy Ride,"$22,004",-,-,"$22,004",100%
238,The Penitent Thief,"$21,507",-,-,"$21,507",100%
239,Big Miracle 2021 Re-release,"$20,846",-,-,"$20,846",100%
240,Korporatsiya Ad Libitum,"$20,779",-,-,"$20,779",100%
241,Beyond the Sky,"$19,761",-,-,"$19,761",100%
242,Kazdy ma swoje lato,"$19,619",-,-,"$19,619",100%
243,Dreamfactory 2021 Re-release,"$18,854",-,-,"$18,854",100%
244,Dead Reckoning,"$18,016",-,-,"$18,016",100%
245,Mystery of the Kingdom of God,"$17,316","$17,316",100%,-,-
246,JT LeRoy 2021 Re-release,"$16,549",-,-,"$16,549",100%
247,Ya Baada,"$16,310",-,-,"$16,310",100%
248,Raphael: The Young Prodigy,"$15,656",-,-,"$15,656",100%
249,Easter in Art,"$15,315",-,-,"$15,315",100%
250,We Broke Up,"$15,063","$15,063",100%,-,-
251,Barb and Star Go to Vista Del Mar,"$13,838",-,-,"$13,838",100%
252,You Don't Mess with Little Bugs 2021 Re-release,"$13,621",-,-,"$13,621",100%
253,Body Brokers,"$13,472",-,-,"$13,472",100%
254,Stray,"$13,428","$13,325",99.2%,$103,0.8%
255,Kuriyan Jawan Bapu Preshaan,"$12,972",-,-,"$12,972",100%
256,Kaadan,"$12,226",-,-,"$12,226",100%
257,È per il tuo bene,"$12,023",-,-,"$12,023",100%
258,The Devil Below,"$12,008",-,-,"$12,008",100%
259,The United States vs. Billie Holiday,"$11,734",-,-,"$11,734",100%
260,Rurangi,"$11,624",-,-,"$11,624",100%
261,The Very Excellent Mr. Dundee,"$11,529",-,-,"$11,529",100%
262,Bennett's War 2021 Re-release,"$11,213",-,-,"$11,213",100%
263,Silk Road,"$11,072",-,-,"$11,072",100%
264,Golata istina za grupa Zhiguli,"$10,919",-,-,"$10,919",100%
265,About Hope,"$10,814","$10,814",100%,-,-
266,The Murder of Nicole Brown Simpson 2021 Re-release,"$10,638",-,-,"$10,638",100%
267,The Host,"$10,305",-,-,"$10,305",100%
268,All Hands on Deck,"$10,103",-,-,"$10,103",100%
269,Every Breath You Take,"$9,837",-,-,"$9,837",100%
270,Ramprasad Ki Tehrvi,"$9,727",-,-,"$9,727",100%
271,Average Joe,"$9,176","$9,176",100%,-,-
272,Here We Are,"$9,128",-,-,"$9,128",100%
273,Sandeep Aur Pinky Faraar,"$8,735",-,-,"$8,735",100%
274,What Lies Below,"$8,550",-,-,"$8,550",100%
275,The Seventh Day,"$8,215",-,-,"$8,215",100%
276,The Delivered,"$7,794",-,-,"$7,794",100%
277,The Incredible 25th Year of Mitzi Bearclaw,"$7,607","$7,607",100%,-,-
278,A Perfect Enemy,"$7,113",-,-,"$7,113",100%
279,99 Songs,"$6,903",-,-,"$6,903",100%
280,Knuckledust,"$6,428",-,-,"$6,428",100%
281,Hunted,"$6,391",-,-,"$6,391",100%
282,Sumikko Gurashi the Movie: The Unexpected Picture Book and the Secret Child 2021 Re-release,"$6,332",-,-,"$6,332",100%
283,Abandoned: Angelique's Isle,"$6,055","$6,055",100%,-,-
284,The Boonies,"$5,885","$5,885",100%,-,-
285,Dark State,"$5,824","$5,824",100%,-,-
286,Uppena,"$5,794",-,-,"$5,794",100%
287,Jack and the Cuckoo-Clock Heart 2021 Re-release,"$5,532",-,-,"$5,532",100%
288,Tomato Red: Blood Money,"$5,504","$5,504",100%,-,-
289,Things Don't Stay Fixed,"$5,430","$5,430",100%,-,-
290,Zombie Bro,"$5,208","$5,208",100%,-,-
291,Chasing the Dragon II: Wild Wild Bunch 2021 Re-release,"$5,105",-,-,"$5,105",100%
292,Dreamcatcher,"$5,033",-,-,"$5,033",100%
293,Women,"$4,864",-,-,"$4,864",100%
294,Wander,"$4,609",-,-,"$4,609",100%
295,James & Isey,"$4,483",-,-,"$4,483",100%
296,Blood Brothers: Civil War,"$4,456","$4,456",100%,-,-
297,Check,"$4,363",-,-,"$4,363",100%
298,No Place,"$4,194","$4,194",100%,-,-
299,438 Days,"$4,076",-,-,"$4,076",100%
300,Belle & Sebastian,"$4,063",-,-,"$4,063",100%
301,Trash 2 Dash,"$3,965",-,-,"$3,965",100%
302,Er ást,"$3,879",-,-,"$3,879",100%
303,Twin Murders: The Silence of the White City 2021 Re-release,"$3,803",-,-,"$3,803",100%
304,Madam Chief Minister,"$3,797",-,-,"$3,797",100%
305,Line of Descent,"$3,599",-,-,"$3,599",100%
306,Turn of the Screw,"$3,533",-,-,"$3,533",100%
307,Bill Traylor: Chasing Ghosts,"$3,527","$3,527",100%,-,-
308,Sweet River,"$3,365",-,-,"$3,365",100%
309,For the Sake of Vicious,"$3,131",-,-,"$3,131",100%
310,Tuesdays and Fridays,"$2,983",-,-,"$2,983",100%
311,Slalom,"$2,684","$2,684",100%,-,-
312,Fellini of the Spirits,"$2,586",-,-,"$2,586",100%
313,Mother to Earth,"$2,250","$2,250",100%,-,-
314,A Glitch in the Matrix,"$2,238","$2,238",100%,-,-
315,Eden,"$1,755",-,-,"$1,755",100%
316,Adopt a Daddy 2021 Re-release,"$1,533",-,-,"$1,533",100%
317,Stela,"$1,229",-,-,"$1,229",100%
318,Elbow Grease,$917,$917,100%,-,-
319,Automation,$824,-,-,$824,100%
320,Smiley Face Killers,$781,-,-,$781,100%
321,First Signal,$750,$750,100%,-,-
322,The Dig,$693,-,-,$693,100%
323,Run with the Hunted,$682,-,-,$682,100%
324,Money Plane,$618,-,-,$618,100%
325,Life On Deniston Plateau,$509,-,-,$509,100%
326,No Time to Die,$456,-,-,$456,100%
327,Békeidö,$445,-,-,$445,100%
328,American Desert,$244,-,-,$244,100%
329,Woman on the Beach 2021 Re-release,$160,-,-,$160,100%
330,Distorted 2021 Re-release,$152,-,-,$152,100%
331,Billie Eilish: The World's a Little Blurry,$139,-,-,$139,100%
332,Cross of Iron,$67,-,-,$67,100%
